BS AS 2 - RUTA 197 - Salida;7341;15:10:00;15:20:00;Produccion;Mañana;v
Rec. Sabados Pilar Salida;8517;14:40:00;15:20:00;Produccion;Mañana;v
ZARATE (Ref. Z3 S. L)-Salida;5232;14:40:00;15:20:00;Produccion;Mañana;v
BARADERO - 3 Salida;5219;14:40:00;15:20:00;Produccion;Mañana;v
Cardales - Salida;11546;15:10:00;15:20:00;Produccion;Mañana;v
PILAR-SAL;3078;15:10:00;15:20:00;Produccion;Mañana;v
Nuevo Rec. Sab. S. Pedro 2009;4984;14:50:00;15:20:00;Produccion;Mañana;v
BARADERO - 1 Salida;5110;14:40:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Moreno. Salida;11024;14:30:00;15:20:00;Produccion;Mañana;v
CAMPANA 2 (Ref.) - Salida;3062;14:50:00;15:20:00;Produccion;Mañana;v
Salida Santa Lucia;1942;15:00:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Lujan;3935;14:50:00;15:20:00;Produccion;Mañana;v
Adiconal Henry Ford;10159;15:10:00;15:20:00;Produccion;Mañana;v
BS AS 4 ( SAAVEDRA)-Salida;4532;15:10:00;15:20:00;Produccion;Mañana;v
CAMPANA 2 - Salida;5225;14:40:00;15:20:00;Produccion;Mañana;v
ZARATE 5-(Pellegrini)-Salida;3046;15:10:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Zarate. Salida;7465;14:50:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Ibicuy Salida;11150;14:50:00;15:20:00;Produccion;Mañana;v
Ref. Escobar 1 ;5347;14:40:00;15:20:00;Produccion;Mañana;v
BS AS 4 (Adm - Saav)-Salida;3068;15:10:00;15:20:00;Produccion;Mañana;v
Mercedes - Salida;10502;14:50:00;15:20:00;Produccion;Mañana;v
SAN PEDRO 2 - Salida;5231;14:40:00;15:20:00;Produccion;Mañana;v
CAMPANA 1 - Salida;4525;14:50:00;15:20:00;Produccion;Mañana;v
BARADERO - 2 Salida;5218;14:40:00;15:20:00;Produccion;Mañana;v
San Pedro 3 - Salida;11543;15:10:00;15:20:00;Produccion;Mañana;v
DEL VISO-SAL;3077;15:10:00;15:20:00;Produccion;Mañana;v
DEL VISO - Salida;4304;15:10:00;15:20:00;Produccion;Mañana;v
ZARATE 6-(R. Noya)-Salida;5237;14:40:00;15:20:00;Produccion;Mañana;v
C.CASTELAR-SAN MIGUEL - SALIDA;11510;15:10:00;15:20:00;Produccion;Mañana;v
CAMPANA 1 (Ref.) - Salida;3061;14:50:00;15:20:00;Produccion;Mañana;v
ZARATE (Ref. Z3 S. L)-Entrada;3132;14:50:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Lima;3934;14:50:00;15:20:00;Produccion;Mañana;v
CAMPANA 2 (Ref.) - Salida;5224;14:40:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Lujan. Salida;7464;14:50:00;15:20:00;Produccion;Mañana;v
BARADERO - 3 Salida;4139;15:10:00;15:20:00;Produccion;Mañana;v
Nuevo Rec. Sab. Campana 2009;4989;14:50:00;15:20:00;Produccion;Mañana;v
Ref. Escobar 1 - Salida;8781;14:50:00;15:20:00;Produccion;Mañana;v
ZARATE 1-(P. Ind.)-Salida;5115;14:40:00;15:20:00;Produccion;Mañana;v
Ref. San Pedro;5344;14:40:00;15:20:00;Produccion;Mañana;v
Rec. Sabados Ruta 8 Salida;11585;14:30:00;15:20:00;Produccion;Mañana;v
HENRY FORD SAL.;3067;15:10:00;15:20:00;Produccion;Mañana;v
Rec. Sabados Escobar;3940;14:50:00;15:20:00;Produccion;Mañana;v
LIMA - Salida;4277;14:50:00;15:20:00;Produccion;Mañana;v
MORENO - Salida;5230;14:40:00;15:20:00;Produccion;Mañana;v
CARDALES - SALIDA;11564;15:10:00;15:20:00;Produccion;Mañana;v
CAMPANA 2 - Salida;4524;15:10:00;15:20:00;Produccion;Mañana;v
Rec.Sabado S. A. de Giles Sal.;10625;14:50:00;15:20:00;Produccion;Mañana;v
ALSINA - Salida;5217;14:40:00;15:20:00;Produccion;Mañana;v
ZARATE 3-(S. Lorenzo)-Salida;3038;15:10:00;15:20:00;Produccion;Mañana;v
MORENO - Salida;3076;15:10:00;15:20:00;Produccion;Mañana;v
Nuevo Rec. Sabado Bs. As. 2009;4982;14:45:00;15:20:00;Produccion;Mañana;v
ZARATE 5-(Pellegrini)-Salida;5236;14:40:00;15:20:00;Produccion;Mañana;v
Back Up Libre en Toyota;2974;15:00:00;15:20:00;Produccion;Mañana;v
CAMPANA 2 - Salida;3060;14:50:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Bs. As.;3933;14:50:00;15:20:00;Produccion;Mañana;v
ZARATE (Ref.Z6 R. Noya)-Salida;8452;14:50:00;15:20:00;Produccion;Mañana;v
CAMPANA 1 - Salida;5223;14:40:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Del Viso. Salida;8854;14:00:00;15:20:00;Produccion;Mañana;v
REF. JOSE C. PAZ - SALIDA;11550;15:10:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Lima. Salida;7463;14:50:00;15:20:00;Produccion;Mañana;v
ESCOBAR 1 -Salida;5114;14:40:00;15:20:00;Produccion;Mañana;v
BSAS-SAL.;3066;15:10:00;15:20:00;Produccion;Mañana;v
Rec. Sabados Campana;3939;14:50:00;15:20:00;Produccion;Mañana;v
LUJAN 2 - Salida;5229;14:40:00;15:20:00;Produccion;Mañana;v
ZTE 3-ENT.;220;15:00:00;15:20:00;Produccion;Mañana;v
Z6 - R. Noya - Sal.;3050;15:10:00;15:20:00;Produccion;Mañana;v
Rec. Sab. Baradero. Salida;7469;14:50:00;15:20:00;Produccion;Mañana;v
ZARATE 2-(Los Ciebos)-Salida;8433;14:50:00;15:20:00;Produccion;Mañana;v
BS AS 1 - C. Y S. FE - Salida;4459;15:10:00;15:20:00;Produccion;Mañana;v
ZARATE 2-(Galesio)-Salida;5179;14:40:00;15:20:00;Produccion;Mañana;v
VACIO-TASA Adm;202;14:30:00;15:20:00;Produccion;Mañana;v
SPEDROREF-SAL;335;15:00:00;15:20:00;Produccion;Mañana;v
LUJAN 2 - Salida;3075;15:10:00;15:20:00;Produccion;Mañana;v
ZARATE 4-(Lavalle)-Salida;5235;14:40:00;15:20:00;Produccion;Mañana;v
CAMPANA 1- Salida;3059;14:50:00;15:20:00;Produccion;Mañana;v
ZARATE (Ref. Z3 S. L)-Salida;4529;14:50:00;15:20:00;Produccion;Mañana;v
CAMPANA 1 (Ref.) - Salida;5222;14:40:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Bs. As. Salida;7462;14:50:00;15:20:00;Produccion;Mañana;v
SAN PEDRO 2 - Salida;4137;15:10:00;15:20:00;Produccion;Mañana;v
Nuevo Rec. Sab. Baradero 2009;4987;14:50:00;15:20:00;Produccion;Mañana;v
LUJAN 1 - Salida;5113;14:40:00;15:20:00;Produccion;Mañana;v
Garin - Salida;11522;15:15:00;15:20:00;Produccion;Mañana;v
ZARATE 1-(P. Ind.)-Salida;3030;15:10:00;15:20:00;Produccion;Mañana;v
BARREF-SAL;3065;14:10:00;15:20:00;Produccion;Mañana;v
Rec. Sabados Baradero;3938;14:50:00;15:20:00;Produccion;Mañana;v
San Andres de Giles - Salida;10179;14:50:00;15:20:00;Produccion;Mañana;v
Ref. Lujan 2 - Salida;8785;14:50:00;15:20:00;Produccion;Mañana;v
LIMA - Salida;5228;14:29:00;15:20:00;Produccion;Mañana;v
Rec. Sab. HENRY FORD . Salida;7468;14:50:00;15:20:00;Produccion;Mañana;v
BARADERO - 2 Salida;4143;15:10:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Mercedes. Salida;10623;14:50:00;15:20:00;Produccion;Mañana;v
NUEVORec. Sabado Lujan;5970;14:00:00;15:25:00;Produccion;Tarde;i
ALSINA - Salida;118;14:50:00;15:30:00;Produccion;Mañana;v
ESCOBAR 1 -Salida;167;14:50:00;15:30:00;Produccion;Mañana;v
ZTE 1-SAL.;231;15:00:00;15:30:00;Produccion;Mañana;v
CAMPANA 2 (Ref.) - Salida;2774;15:00:00;15:30:00;Produccion;Mañana;v
LUJAN 2 - Salida;184;15:10:00;15:30:00;Produccion;Mañana;v
ZTE 3-SAL.;224;15:05:00;15:30:00;Produccion;Mañana;v
BS AS 6  (H. Ford) -Salida;192;14:50:00;15:30:00;Produccion;Mañana;v
Vacio a TASA;2078;15:29:00;15:30:00;Produccion;Tarde;v
CAMPANA 2 - Salida;150;14:50:00;15:30:00;Produccion;Mañana;v
Adicional Zarate;2897;15:20:00;15:30:00;Produccion;Mañana;v
CNAREF-SAL;158;14:50:00;15:30:00;Produccion;Mañana;v
Rec. Sabados San Miguel;11000;15:30:00;15:30:00;Produccion;Tarde;v
BAR 1-SAL.;122;14:50:00;15:30:00;Produccion;Mañana;v
ZTELIMA;176;15:00:00;15:30:00;Produccion;Mañana;v
ZTEREF-SAL;211;14:50:00;15:30:00;Produccion;Mañana;v
BARREF-SAL;128;14:50:00;15:30:00;Produccion;Mañana;v
CAMPANA 1 (Ref.) - Salida;2772;15:00:00;15:30:00;Produccion;Mañana;v
BS AS 4 (Adm - Saav)-Salida;2149;15:00:00;15:30:00;Produccion;Mañana;v
HENRY FORD SAL.;1493;15:15:00;15:30:00;Produccion;Mañana;v
PILAR-SAL;190;15:10:00;15:30:00;Produccion;Mañana;v
MORENO - Salida;1182;15:10:00;15:30:00;Produccion;Mañana;v
ZTE 4-SAL.;221;15:00:00;15:30:00;Produccion;Mañana;v
ESCOBAR 2 -(Matheu)- Salida;1074;15:10:00;15:30:00;Produccion;Mañana;v
BSAS-SAL.;133;14:50:00;15:30:00;Produccion;Mañana;v
ZTE 2-SAL.;227;14:50:00;15:30:00;Produccion;Mañana;v
Los Ceibos - Bs. As.;10882;15:30:00;15:30:00;Serv. Regular;Tarde;i
BAR 2-SAL.;126;14:50:00;15:30:00;Produccion;Mañana;v
LUJAN 1 - Salida;180;14:50:00;15:30:00;Produccion;Mañana;v
VICENTE  LOPEZ;1713;15:10:00;15:30:00;Produccion;Mañana;v
DEL VISO-SAL;162;14:50:00;15:30:00;Produccion;Mañana;v
CAMPANA 1- Salida;146;14:50:00;15:30:00;Produccion;Mañana;v
ZARATE - GUALEGUAYCHU;11137;15:20:00;15:40:00;Administracion;Tarde;i
Nuevo Rec. Sab. S. Pedro 2009;5967;13:40:00;15:40:00;Produccion;Tarde;i
Adic. Adm. S. A. de Giles -Ent;11064;15:45:00;15:45:00;Administracion;Tarde;i
Adic. Adm. S. A. de Giles -Ent;11063;15:25:00;15:45:00;Administracion;Tarde;i
Adicional Baradero;10575;15:20:00;15:50:00;Produccion;Tarde;v
Rec. Sab. S. Pedro. Salida;9279;15:30:00;16:00:00;Produccion;Mañana;v
SAN PEDRO 1 - Salida;7425;15:30:00;16:00:00;Produccion;Mañana;v
Rec. Sabado San Pedro;10554;15:30:00;16:00:00;Produccion;Tarde;i
Adicional Escobar;10726;15:30:00;16:00:00;Produccion;Mañana;v
Nuevo Rec. Sab. Baradero 2009;7226;15:50:00;16:00:00;Produccion;Tarde;v
Over Time Baradero;8463;15:30:00;16:00:00;Produccion;Mañana;v
Rec. Sabado Bs. As. Salida;9277;15:30:00;16:00:00;Produccion;Mañana;v
Rec. Sabado Zarate. Salida;9284;15:30:00;16:00:00;Produccion;Mañana;v
Nuevo Rec. Sabado Zarate 2009;7225;15:50:00;16:00:00;Produccion;Mañana;v
Over Time Zarate;8462;15:30:00;16:00:00;Produccion;Mañana;v
Rec. Sabado Lujan. Salida;10175;15:30:00;16:00:00;Produccion;Mañana;v
LUJAN 1 - Salida;7429;15:30:00;16:00:00;Produccion;Mañana;v
Nuevo Rec. Sab. Campana 2009;7224;15:30:00;16:00:00;Produccion;Tarde;v
Over Time Campana;8461;15:30:00;16:00:00;Produccion;Mañana;v
Over Time Buenos Aires;8250;15:30:00;16:00:00;Produccion;Mañana;v
BARADERO - 1 Salida;7428;15:30:00;16:00:00;Produccion;Mañana;v
Over Time Buenos Aires;8460;15:30:00;16:00:00;Produccion;Mañana;v
Escuelas;8796;15:30:00;16:00:00;Administracion;Noche;v
Adicional Campana;2128;15:59:00;16:00:00;Produccion;Tarde;i
Over Time Escobar;8466;15:30:00;16:00:00;Produccion;Mañana;v
Rec. Sab. Baradero. Salida;9281;15:30:00;16:00:00;Produccion;Mañana;v
CAMPANA 1 - Salida;7427;15:30:00;16:00:00;Produccion;Mañana;v
Adicional Ruta 202;2127;15:59:00;16:00:00;Produccion;Tarde;i
Over Time San Pedro;8465;15:30:00;16:00:00;Produccion;Mañana;v
Over Time Henry Ford;10218;15:30:00;16:00:00;Produccion;Mañana;v
Los Ceibos - Campana;10894;16:00:00;16:00:00;Serv. Regular;Tarde;i
ZARATE 1-(P. Ind.)-Salida;7426;15:30:00;16:00:00;Produccion;Mañana;v
Nuevo Rec. Sabado Bs. As. 2009;7227;15:50:00;16:00:00;Produccion;Tarde;v
Adicional Zarate;2126;15:59:00;16:00:00;Produccion;Mañana;i
Over Time Lujan;8464;15:30:00;16:00:00;Produccion;Tarde;v
Nuevo Rec. Sab. Campana 2009;5966;15:55:00;16:25:00;Produccion;Tarde;i
Nuevo Rec. Sabado Zarate 2009;5969;16:00:00;16:30:00;Produccion;Tarde;i
Planta - Lujan;4429;16:00:00;16:30:00;Administracion;Mañana;v
NUEVORec. Sabado Lima;7212;15:45:00;16:45:00;Produccion;Tarde;i
Adic. Adm. S. A. de Giles -Ent;11065;16:45:00;16:45:00;Administracion;Tarde;i
Adic. Adm. S. A. de Giles -Ent;11066;16:55:00;16:50:00;Administracion;Tarde;i
CNAREF-SAL;2373;16:30:00;17:00:00;Produccion;Mañana;v
LUJAN 2 - Salida;2379;16:33:00;17:00:00;Produccion;Mañana;v
CAMPANA 2 - Salida;2372;16:30:00;17:00:00;Produccion;Mañana;v
LUJAN 1 - Salida;2378;16:30:00;17:00:00;Produccion;Mañana;v
SPEDRO-BARAD;821;16:30:00;17:00:00;Administracion;Mañana;v
CAMPANA 1- Salida;2371;16:30:00;17:00:00;Produccion;Mañana;v
BSAS-SAL.;2377;16:30:00;17:00:00;Produccion;Tarde;v
BS AS 4 (Adm - Saav)-Salida;2383;16:30:00;17:00:00;Administracion;Mañana;v
ZTE 4-SAL.;2370;16:30:00;17:00:00;Produccion;Mañana;v
HENRY FORD SAL.;2376;16:30:00;17:00:00;Produccion;Mañana;v
DEL VISO-SAL;2382;16:30:00;17:00:00;Produccion;Mañana;v
ZTE 3-SAL.;2369;16:30:00;17:00:00;Produccion;Mañana;v
ZARATE 4-(Adm Ceibos)-Entrada;10958;17:00:00;17:00:00;Serv. Regular;Tarde;i
ESCOBAR 2 -(Matheu)- Salida;2375;16:30:00;17:00:00;Produccion;Mañana;v
PILAR-SAL;2381;16:30:00;17:00:00;Produccion;Tarde;v
ZTE 2-SAL.;2368;16:30:00;17:00:00;Produccion;Mañana;v
ESCOBAR 1 -Salida;2374;16:30:00;17:00:00;Produccion;Mañana;v
MORENO - Salida;2380;16:30:00;17:00:00;Produccion;Mañana;v
ZTE 1-SAL.;2367;16:30:00;17:00:00;Produccion;Mañana;v
Rec. Sabado Moreno;10998;17:15:00;17:15:00;Produccion;Tarde;v
Adicional Ruta 202;2879;17:00:00;17:20:00;Administracion;Mañana;v
Adic. Adm. Lima - Salida;11042;16:40:00;17:20:00;Administracion;Mañana;v
Rec. Sab. Baradero. Salida;8802;16:50:00;17:20:00;Produccion;Mañana;v
ZTEREF-ADM;214;16:50:00;17:20:00;Administracion;Mañana;v
adm - cna;1224;16:50:00;17:20:00;Administracion;Mañana;v
SAN PEDRO 1 - Salida;5951;16:50:00;17:20:00;Produccion;Mañana;v
LUJAN 1 - Salida;5641;17:00:00;17:20:00;Produccion;Mañana;v
BS AS 3 - HENRY FORD - Salida;5937;16:50:00;17:20:00;Administracion;Mañana;v
BS AS 5 (Adm - S. M.) -Salida;1432;16:50:00;17:20:00;Administracion;Mañana;v
ZARATE 3-(Adm Pitrau)-Salida;3070;16:50:00;17:20:00;Administracion;Mañana;v
BARREF-SAL;520;16:59:00;17:20:00;Administracion;Mañana;v
ZARATE 3-(S. Lorenzo)-Salida;5957;16:50:00;17:20:00;Produccion;Mañana;v
BACK-UP  ZTE;1269;17:15:00;17:20:00;Produccion;Mañana;v
CAMPANA 1 (Adm-Ariel)-Entrada;152;16:50:00;17:20:00;Administracion;Mañana;v
BSASREF-SAL;978;17:15:00;17:20:00;Administracion;Mañana;v
ESCOBAR 1 -Salida;5944;16:50:00;17:20:00;Produccion;Mañana;v
Refuerzo Pilar;7166;16:50:00;17:20:00;Administracion;Mañana;v
BACK-UP CAMPANA;1270;17:15:00;17:20:00;Administracion;Mañana;v
Ref. ADM San Miguel;5351;16:40:00;17:20:00;Administracion;Mañana;v
San Pedro - (Adm) - Salida;8758;16:30:00;17:20:00;Administracion;Mañana;v
Baradero REF-ADM;117;16:50:00;17:20:00;Produccion;Mañana;v
Adicional Pilar;10546;16:50:00;17:20:00;Produccion;Mañana;v
CAMPANA 2 (Adm-Ctro.) Salida;1223;16:50:00;17:20:00;Administracion;Mañana;v
PILAR - Salida;5950;16:50:00;17:20:00;Produccion;Mañana;v
Refuerzo Panamericana y 202;7323;16:00:00;17:20:00;Administracion;Mañana;v
Adic. Adm. Constitucion - Sal;11028;16:40:00;17:20:00;Administracion;Mañana;v
ADM.MARQUEZ;115;16:50:00;17:20:00;Administracion;Mañana;v
LIMAZTE;659;16:45:00;17:20:00;Administracion;Mañana;v
BS AS 1 - C. Y S. FE - Salida;5936;16:50:00;17:20:00;Produccion;Mañana;v
Ruta 202 - (Adm) - Salida;8765;16:30:00;17:20:00;Administracion;Mañana;v
DEL VISO - Salida;8807;16:50:00;17:20:00;Produccion;Mañana;v
ZARATE 2-(Galesio)-Salida;5956;16:50:00;17:20:00;Produccion;Mañana;v
SAN PEDRO - ADM - SALIDA;4117;17:10:00;17:20:00;Administracion;Mañana;v
Adic. Adm. San Miguel - Sal;11034;16:40:00;17:20:00;Administracion;Mañana;v
CAMPANA 2 - Salida;5942;16:50:00;17:20:00;Produccion;Mañana;v
Refuerzo Lujan 1;7160;16:50:00;17:20:00;Administracion;Mañana;v
BS AS 6  (H. Ford) -Salida;530;16:50:00;17:20:00;Administracion;Mañana;v
REF.ADM.S.PEDRO;2877;17:00:00;17:20:00;Administracion;Mañana;v
BSAS 7 (Adm-Ref-Callao)-Salida;4607;16:50:00;17:20:00;Administracion;Mañana;v
Vacio a TASA;2179;17:00:00;17:20:00;Produccion;Mañana;i
Adicional Adm. Pilar - Salida;11040;16:40:00;17:20:00;Administracion;Mañana;v
Adicional Campana;10544;16:50:00;17:20:00;Produccion;Tarde;i
PILAR - Salida;4880;17:00:00;17:20:00;Produccion;Mañana;v
BS AS 4 (Adm - Saav)-Salida;1122;16:50:00;17:20:00;Administracion;Mañana;v
MORENO - Salida;5949;16:50:00;17:20:00;Produccion;Mañana;v
ADM.BAR.;114;16:50:00;17:20:00;Administracion;Mañana;v
BARADERO - 3 Salida;5935;16:50:00;17:20:00;Produccion;Mañana;v
ZARATE 2-(Adm Galesio)-Salida;3058;16:50:00;17:20:00;Administracion;Mañana;v
Adic. Adm. San Pedro - Salida;11046;16:40:00;17:20:00;Administracion;Mañana;v
VACIO-TASA Adm;472;17:00:00;17:20:00;Administracion;Mañana;v
REF.ADM.PILAR;1253;17:10:00;17:20:00;Administracion;Mañana;v
ZARATE 1-(P. Ind.)-Salida;5955;16:50:00;17:20:00;Produccion;Tarde;v
BACK-UP  S.PEDRO;2615;16:30:00;17:20:00;Administracion;Mañana;i
BARADERO - (Adm) - Salida;4110;16:50:00;17:20:00;Administracion;Mañana;v
BS AS 2 (Adm - Centro)-Salida;138;16:50:00;17:20:00;Administracion;Mañana;v
Adm. lujan;817;17:00:00;17:20:00;Administracion;Mañana;v
CAMPANA 2 (Ref.) - Salida;5941;16:50:00;17:20:00;Produccion;Mañana;v
Refuerzo Zarate;7157;16:50:00;17:20:00;Administracion;Mañana;v
Adic. Adm. Zarate 2 -Salida;11056;16:40:00;17:20:00;Administracion;Mañana;v
ZTEREF-SAL;528;16:59:00;17:20:00;Administracion;Mañana;v
ALSINA - Salida;483;16:50:00;17:20:00;Produccion;Mañana;v
ADM.MORENO;1260;17:10:00;17:20:00;Administracion;Mañana;v
REF.ADM.LUJAN;2876;17:00:00;17:20:00;Administracion;Mañana;v
DEL VISO - Salida;4879;17:00:00;17:20:00;Produccion;Mañana;v
BS AS 3 (Adm - Noria)-Salida;187;16:50:00;17:20:00;Administracion;Mañana;v
LUJAN 2 - Salida;5948;16:50:00;17:20:00;Produccion;Mañana;v
SPEDROREF-SAL;886;17:00:00;17:20:00;Produccion;Mañana;v
ADM PILAR;7321;16:50:00;17:20:00;Administracion;Mañana;v
ESCOBAR 2 -(Matheu)- Salida;3771;17:00:00;17:20:00;Produccion;Mañana;v
ZARATE 4-(Adm Ceibos)-Salida;10987;16:50:00;17:20:00;Administracion;Mañana;v
REF ESCOBAR;539;17:00:00;17:20:00;Administracion;Mañana;v
BARADERO - 2 Salida;5934;16:50:00;17:20:00;Produccion;Mañana;v
ZARATE 1-(Adm Lavalle)-Salida;3057;16:50:00;17:20:00;Administracion;Mañana;v
PILAR - (Adm) - Salida;8763;16:30:00;17:20:00;Administracion;Noche;v
Rec. Sabado Zarate. Salida;8805;16:50:00;17:20:00;Produccion;Mañana;v
ZTEADM;217;16:50:00;17:20:00;Administracion;Mañana;v
ZARATE (Ref. Z4-Lav)-Salida;5954;16:50:00;17:20:00;Produccion;Mañana;v
HENRY FORD SAL.;2576;17:00:00;17:20:00;Administracion;Mañana;v
Adic. Adm. La Noria - Salida;11032;16:40:00;17:20:00;Administracion;Mañana;v
REF GARIN;806;15:00:00;17:20:00;Administracion;Mañana;v
CAMPANA 1 - Salida;5940;16:50:00;17:20:00;Produccion;Mañana;v
Adm. Lima;1692;17:10:00;17:20:00;Administracion;Mañana;v
Back Up Libre en Toyota;3281;16:30:00;17:20:00;Administracion;Mañana;v
Refuerzo Campana;7154;16:50:00;17:20:00;Administracion;Mañana;v
ZARATE 6-(R. Noya)-Salida;5960;16:50:00;17:20:00;Produccion;Mañana;v
Ref. Adm. Baradero;2875;17:00:00;17:20:00;Administracion;Mañana;v
Adic. Adm. Del Viso - Salida;11038;16:40:00;17:20:00;Administracion;Mañana;v
CAMPANA 2 (Ref.) - Salida;4878;17:00:00;17:20:00;Produccion;Mañana;v
LUJAN 1 - Salida;5947;16:50:00;17:20:00;Produccion;Mañana;v
MORENO - Salida;3770;17:00:00;17:20:00;Produccion;Mañana;v
LIMASP-ADM;537;17:00:00;17:20:00;Administracion;Mañana;v
BARADERO - 1 Salida;5933;16:50:00;17:20:00;Produccion;Mañana;v
BACK-UP  ZTE;1370;17:15:00;17:20:00;Administracion;Mañana;v
Adic. Adm. Baradero - Salida;11044;16:40:00;17:20:00;Administracion;Mañana;v
Rec. Sabado Bs. As. Salida;8804;16:50:00;17:20:00;Produccion;Mañana;v
ZARATE (Ref. Z3 S. L)-Salida;5953;16:50:00;17:20:00;Produccion;Mañana;v
Ref. Del Viso;7148;16:50:00;17:20:00;Produccion;Mañana;v
BS AS 1 (Adm - Callao)-Salida;136;16:50:00;17:20:00;Administracion;Mañana;v
CAMPANA 1 (Ref.) - Salida;5939;16:50:00;17:20:00;Produccion;Mañana;v
Admi-SAN PEDRO;1691;17:15:00;17:20:00;Administracion;Mañana;v
CAMPANA 1 (Adm-Ariel)-Salida;3215;16:50:00;17:20:00;Administracion;Mañana;v
Refuerzo Baradero;7152;16:50:00;17:20:00;Administracion;Mañana;v
Adic. Adm. Zarate I -Salida;11054;16:40:00;17:20:00;Administracion;Mañana;v
CNAREF-SAL;522;16:59:00;17:20:00;Administracion;Mañana;v
ZARATE 5-(Pellegrini)-Salida;5959;16:50:00;17:20:00;Produccion;Mañana;v
LIMA - (Adm) - Salida;4273;16:50:00;17:20:00;Administracion;Mañana;v
Ref. Z1 - Parque Industrial;4834;16:59:00;17:20:00;Produccion;Mañana;v
LIMASP-ADM;173;16:50:00;17:20:00;Administracion;Mañana;v
ZTELIMA;1077;17:02:00;17:20:00;Administracion;Mañana;v
LIMA - Salida;5946;16:50:00;17:20:00;Produccion;Mañana;v
Adiconal Henry Ford;9690;16:00:00;17:20:00;Administracion;Mañana;v
REF.ADM.197;1332;17:10:00;17:20:00;Administracion;Tarde;v
HENRY FORD SAL.;2982;16:30:00;17:20:00;Administracion;Mañana;v
Ref. San Pedro;5642;17:00:00;17:20:00;Administracion;Mañana;v
LUJAN - (Adm) - Salida;8761;16:30:00;17:20:00;Administracion;Noche;v
Rec. Sab. Campana. Salida;8803;16:50:00;17:20:00;Produccion;Tarde;v
ZTEREF-ADM;215;16:50:00;17:20:00;Administracion;Mañana;v
SAN PEDRO 2 - Salida;5952;16:50:00;17:20:00;Produccion;Mañana;v
Ref. Escobar 1 ;7146;16:50:00;17:20:00;Produccion;Mañana;v
Adic. Adm. Callao - Salida;11030;16:40:00;17:20:00;Administracion;Mañana;v
BS AS 4 ( SAAVEDRA)-Salida;5938;16:50:00;17:20:00;Produccion;Mañana;v
ZTEREF-SAL;3181;17:10:00;17:20:00;Administracion;Mañana;v
Refuerzo San Pedro;7150;16:50:00;17:20:00;Administracion;Mañana;v
Ref. Escobar Administrativo;8792;16:50:00;17:20:00;Administracion;Mañana;v
ZARATE 4-(Lavalle)-Salida;5958;16:50:00;17:20:00;Produccion;Mañana;v
CAMPANA 2 (Adm-Ctro.) Entrada;2873;17:00:00;17:20:00;Administracion;Mañana;v
LIMA - (Adm) - Entrada;4272;17:10:00;17:20:00;Administracion;Mañana;v
Adic. Adm. Saavedra - Salida;11036;16:40:00;17:20:00;Administracion;Mañana;v
Adm. Gualeguaychu - Sallida;11527;16:30:00;17:20:00;Administracion;Mañana;v
CNAREF-ADM;159;16:50:00;17:20:00;Administracion;Mañana;v
PILAR-SAL;1018;17:00:00;17:20:00;Administracion;Mañana;v
ESCOBAR 2 -(Matheu)- Salida;5945;16:50:00;17:20:00;Produccion;Mañana;v
Refuerzo Capital Federal;7168;16:50:00;17:20:00;Administracion;Mañana;v
ZARATE 4-(Lavalle)-Salida;8747;17:00:00;17:30:00;Produccion;Mañana;v
LIMA - Salida;8733;17:00:00;17:30:00;Produccion;Mañana;v
BARADERO - 1 Salida;8719;17:00:00;17:30:00;Produccion;Mañana;v
Ref. Escobar 1 - Salida;10563;17:00:00;17:30:00;Produccion;Mañana;v
SAN PEDRO 1 - Salida;8740;17:00:00;17:30:00;Produccion;Mañana;v
CAMPANA 1 (Ref.) - Salida;8726;17:00:00;17:30:00;Produccion;Mañana;v
ZARATE 3-(S. Lorenzo)-Salida;8746;17:00:00;17:30:00;Produccion;Mañana;v
ESCOBAR 2 -(Matheu)- Salida;8732;17:00:00;17:30:00;Produccion;Mañana;v
ALSINA - Salida;8718;16:00:00;17:30:00;Produccion;Mañana;v
Alberti - Ref. Del Viso - Sal.;10562;17:00:00;17:30:00;Produccion;Mañana;v
Ref. Del Viso;8739;17:00:00;17:30:00;Produccion;Mañana;v
BS AS 3 - HENRY FORD - Salida;8725;17:00:00;17:30:00;Produccion;Mañana;v
Ref. Pilar - Salida;10595;16:30:00;17:30:00;Produccion;Mañana;v
ZARATE 2-(Los Ciebos)-Salida;8745;17:00:00;17:30:00;Produccion;Mañana;v
ESCOBAR 1 -Salida;8731;17:00:00;17:30:00;Produccion;Mañana;v
San Andres de Giles - Salida;10561;17:00:00;17:30:00;Produccion;Mañana;v
Ref. Escobar 1 ;8738;17:00:00;17:30:00;Produccion;Mañana;v
BS AS 2 - RUTA 197 - Salida;8724;17:00:00;17:30:00;Produccion;Mañana;v
